Category;City;Country_Region;Customer_ID;Customer_Name;Order_Date;Order_ID;Order_Profitable;Postal_Code;Product_ID;Product_Name;Region;Row_ID;Segment;Ship_Date;Ship_Mode;Ship_Status;State;Sub_Category;Days_to_Ship_Actual;Days_to_Ship_Scheduled;Discount;Profit;Quantity;Sales;Sales_Forecast
Furniture;Philadelphia;United States;C0027;Customer 61;1/23/2022;CA-2022-536676;Not Profitable;18281;FUR-7874;Global Deluxe High-Back Manager's Chair;East;103;Consumer;2/2/2022;First Class;Shipped on Time;Texas;Furniture;4;4;0.13%;-24.59;8;293.84;311.02
Furniture;San Francisco;United States;C0059;Customer 54;2/4/2022;CA-2022-218972;Profitable;82919;FUR-5090;Eldon Expressions Wood and Plastic Desk Accessories;West;104;Consumer;2/16/2022;First Class;Shipped Early;Pennsylvania;Furniture;3;4;0.01%;86.13;4;107.36;112.9
Furniture;San Francisco;United States;C0085;Customer 15;2/25/2022;CA-2022-919499;Profitable;75196;FUR-1434;Global Deluxe High-Back Manager's Chair;West;105;Corporate;1/27/2022;Second Class;Shipped on Time;North Carolina;Furniture;5;2;0.2%;126.45;10;345.98;361.14
Furniture;Columbus;United States;C0030;Customer 43;1/30/2022;CA-2022-921775;Profitable;57136;FUR-8005;Chromcraft Bull-Nose Wood Oval Conference Table;East;106;Consumer;1/26/2022;Second Class;Shipped Late;Illinois;Furniture;2;3;0.13%;50.07;7;385.98;423.25
Office Supplies;Phoenix;United States;C0044;Customer 65;2/14/2022;CA-2022-828871;Not Profitable;15098;OFF-3160;Wilson Jones Legal Size Ring Binders;West;107;Corporate;2/27/2022;First Class;Shipped Late;Michigan;Office Supplies;2;4;0.01%;139.67;1;170.07;186.94
Office Supplies;Houston;United States;C0046;Customer 35;1/25/2022;CA-2022-900187;Profitable;68958;OFF-7677;Wilson Jones Legal Size Ring Binders;South;108;Corporate;1/25/2022;Second Class;Shipped Late;Pennsylvania;Office Supplies;3;3;0.12%;61.8;6;392.32;404.81
Stationery;Phoenix;United States;C0051;Customer 84;2/24/2022;CA-2022-824787;Profitable;28014;STA-1657;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;West;109;Corporate;2/22/2022;Standard Class;Shipped Early;Colorado;Stationery;5;2;0.08%;63.92;8;356.53;335.69
Office Supplies;Chicago;United States;C0100;Customer 11;2/25/2022;CA-2022-374439;Profitable;26553;OFF-1026;Staples;Central;110;Consumer;2/15/2022;Standard Class;Shipped on Time;New York;Office Supplies;4;2;0.11%;77.54;5;982.63;931.02
Furniture;Chicago;United States;C0019;Customer 83;2/2/2022;CA-2022-606665;Profitable;69516;FUR-9721;Global Deluxe Stacking Chair;Central;111;Corporate;2/18/2022;Second Class;Shipped Late;California;Furniture;5;2;0.09%;-46.8;1;536.4;554.04
Stationery;Dallas;United States;C0060;Customer 96;2/18/2022;CA-2022-900350;Not Profitable;33810;STA-5201;Sanford Pencil Sharpener;Central;112;Consumer;2/15/2022;First Class;Shipped Early;Pennsylvania;Stationery;5;2;0.19%;-11.54;5;135.38;125.71
Office Supplies;San Francisco;United States;C0015;Customer 76;2/14/2022;CA-2022-726214;Profitable;26679;OFF-1489;Wilson Jones Legal Size Ring Binders;West;113;Consumer;1/27/2022;First Class;Shipped Early;New York;Office Supplies;5;5;0.19%;118.6;6;50.09;49.2
Stationery;San Francisco;United States;C0091;Customer 5;2/4/2022;CA-2022-906326;Profitable;19858;STA-3572;Avery 476;West;114;Consumer;1/25/2022;Standard Class;Shipped on Time;California;Stationery;2;3;0.06%;24.87;7;241.35;265.27
Office Supplies;Austin;United States;C0093;Customer 17;2/26/2022;CA-2022-922165;Profitable;56207;OFF-1627;OIC Colored Binder Clips;South;115;Consumer;1/24/2022;Standard Class;Shipped Early;Washington;Office Supplies;2;2;0.09%;92.76;3;241.53;228.54
Office Supplies;New York City;United States;C0052;Customer 5;1/23/2022;CA-2022-877653;Not Profitable;95948;OFF-6941;Poly String Tie Envelopes;East;116;Corporate;1/26/2022;Second Class;Shipped Early;New York;Office Supplies;3;3;0.12%;109.88;5;170.03;161.86
Stationery;Charlotte;United States;C0003;Customer 89;1/30/2022;CA-2022-519847;Profitable;50548;STA-3613;Avery 508;South;117;Consumer;2/9/2022;;Shipped Late;Florida;Stationery;3;3;0.15%;-30.92;4;249.65;227.82
Office Supplies;New York City;United States;C0049;Customer 14;2/17/2022;CA-2022-921353;Not Profitable;31815;OFF-3442;OIC Colored Binder Clips;East;118;Corporate;1/31/2022;Second Class;Shipped on Time;Ohio;Office Supplies;2;4;0.11%;30.1;8;232.85;226.44
Office Supplies;Jacksonville;United States;C0019;Customer 42;2/13/2022;CA-2022-883227;Profitable;45546;OFF-9238;OIC Colored Binder Clips;South;119;Consumer;2/9/2022;First Class;Shipped on Time;Arizona;Office Supplies;3;5;0.05%;-7.44;4;624.26;656.57
Stationery;San Jose;United States;C0033;Customer 82;2/13/2022;CA-2022-313861;Not Profitable;77814;STA-6624;Fellowes Bankers Box Stacking Storage Boxes;West;120;Consumer;2/19/2022;Standard Class;Shipped on Time;Colorado;Stationery;3;4;0.1%;53.85;1;408.5;404.7
Office Supplies;Dallas;United States;C0018;Customer 35;2/8/2022;CA-2022-888438;Profitable;21431;OFF-7982;Panasonic KX-P7100 Dot Matrix Printer;Central;121;Consumer;1/24/2022;Second Class;Shipped Early;Indiana;Office Supplies;4;3;0.12%;81.28;3;498.92;525.55
Stationery;Miami;United States;C0095;Customer 42;1/24/2022;CA-2022-202152;Profitable;21206;STA-3156;Enermax Note Cards;South;122;Consumer;2/24/2022;Standard Class;Shipped Late;Illinois;Stationery;2;2;0.11%;-14.95;6;704.33;768.73
Office Supplies;Philadelphia;United States;C0061;Customer 80;2/18/2022;CA-2022-690237;Profitable;52681;OFF-6686;Panasonic KX-P7100 Dot Matrix Printer;East;123;Consumer;2/3/2022;Second Class;Shipped Early;New York;Office Supplies;2;4;0.17%;-44.79;6;98.97;102.02
Office Supplies;Dallas;United States;C0046;Customer 18;2/12/2022;CA-2022-604237;Not Profitable;62968;OFF-8286;Acco 7-Outlet Surge Protector;Central;124;Corporate;1/28/2022;First Class;Shipped Late;Colorado;Office Supplies;5;2;0.17%;55.12;10;556.33;570.97
Office Supplies;Indianapolis;United States;C0033;Customer 87;2/16/2022;CA-2022-275430;Profitable;13011;OFF-4780;Acco 7-Outlet Surge Protector;Central;125;Corporate;2/26/2022;Second Class;Shipped on Time;Arizona;Office Supplies;5;3;0.1%;-33.09;8;569.78;579.03
Furniture;Jacksonville;United States;C0016;Customer 94;2/26/2022;CA-2022-620459;Not Profitable;57790;FUR-3607;Eldon Expressions Wood and Plastic Desk Accessories;South;126;Corporate;1/23/2022;Standard Class;Shipped Late;Pennsylvania;Furniture;4;4;0.01%;101.16;3;631.85;683.83
Furniture;Detroit;United States;C0027;Customer 77;2/10/2022;CA-2022-138181;Profitable;31333;FUR-4514;"Executive Impressions 14"" Two-Tier Wood Desk Organizer";Central;127;Consumer;2/18/2022;Second Class;Shipped Early;California;Furniture;5;2;0.14%;90.85;4;896.66;899.17
Furniture;Chicago;United States;C0011;Customer 46;1/26/2022;CA-2022-848168;Not Profitable;82700;FUR-4132;Eldon Expressions Wood and Plastic Desk Accessories;Central;128;Consumer;2/16/2022;Standard Class;Shipped Early;Michigan;Furniture;3;5;0.01%;50.15;2;684.7;742.1
Stationery;Austin;United States;C0015;Customer 47;1/24/2022;CA-2022-737723;Not Profitable;72551;STA-3884;Avery 476;South;129;Consumer;2/22/2022;;Shipped Early;Texas;Stationery;3;4;0.15%;-49.06;7;666.45;704.3
Furniture;Los Angeles;United States;C0027;Customer 67;1/31/2022;CA-2022-485943;Not Profitable;16345;FUR-5155;Global Deluxe Stacking Chair;West;130;Corporate;1/26/2022;Second Class;Shipped on Time;New York;Furniture;2;3;0.09%;79.14;6;671.18;655.36
Furniture;Indianapolis;United States;C0019;Customer 57;1/31/2022;CA-2022-181349;Profitable;70864;FUR-9092;"Executive Impressions 14"" Two-Tier Wood Desk Organizer";Central;131;Corporate;2/24/2022;First Class;Shipped Late;Indiana;Furniture;5;4;0.18%;21.69;4;344.54;341.06
Furniture;New York City;United States;C0053;Customer 34;2/4/2022;CA-2022-420467;Not Profitable;42052;FUR-1455;Chromcraft Bull-Nose Wood Oval Conference Table;East;132;Consumer;2/9/2022;Second Class;Shipped Early;California;Furniture;4;3;0.04%;130.6;4;892.21;844.71
Stationery;Phoenix;United States;C0063;Customer 20;2/12/2022;CA-2022-413803;Not Profitable;90096;STA-6696;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;West;133;Corporate;2/10/2022;First Class;Shipped Early;Texas;Stationery;5;3;0.04%;-5.79;8;330.87;302.02
Office Supplies;New York City;United States;C0045;Customer 21;2/21/2022;CA-2022-926026;Not Profitable;35504;OFF-5074;OIC Colored Binder Clips;East;134;Consumer;2/12/2022;Standard Class;Shipped on Time;Illinois;Office Supplies;5;4;0.05%;43.97;8;823.37;778.24
Stationery;Los Angeles;United States;C0084;Customer 62;2/2/2022;CA-2022-701874;Not Profitable;38418;STA-1761;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;West;135;Corporate;2/2/2022;Standard Class;Shipped Early;Indiana;Stationery;3;5;0.07%;40.32;6;399.3;399.65
Office Supplies;Denver;United States;C0070;Customer 37;1/27/2022;CA-2022-389878;Profitable;38271;OFF-4939;Staples;West;136;Consumer;2/26/2022;Second Class;Shipped Late;Pennsylvania;Office Supplies;3;3;0.19%;33.28;10;438.35;442.88
Office Supplies;Denver;United States;C0092;Customer 29;2/16/2022;CA-2022-571365;Profitable;28368;OFF-1724;Hamilton Beach Microwave;West;137;Corporate;2/18/2022;Standard Class;Shipped on Time;Texas;Office Supplies;2;5;0.08%;-25.78;1;768.37;705.29
Office Supplies;Detroit;United States;C0068;Customer 70;2/7/2022;CA-2022-156111;Profitable;67845;OFF-6829;Wilson Jones Legal Size Ring Binders;Central;138;Consumer;1/25/2022;First Class;Shipped Early;New York;Office Supplies;2;5;0.03%;24.58;2;959.32;981.99
Furniture;Columbus;United States;C0062;Customer 46;2/21/2022;CA-2022-405901;Not Profitable;89278;FUR-2250;Bretford CR4500 Series Slim Rectangular Table;East;139;Consumer;1/31/2022;First Class;Shipped Late;Michigan;Furniture;2;4;0.06%;126.56;2;360.62;334.26
Furniture;Los Angeles;United States;C0058;Customer 34;2/13/2022;CA-2022-444240;Profitable;75890;FUR-3609;Novimex Executive Leather Armchair;West;140;Corporate;1/22/2022;First Class;Shipped on Time;Washington;Furniture;4;5;0.11%;143.19;7;473.2;446.47
Furniture;Detroit;United States;C0076;Customer 10;2/14/2022;CA-2022-316718;Profitable;67826;FUR-8009;Bush Somerset Collection Bookcase;Central;141;Consumer;2/11/2022;Second Class;Shipped on Time;Florida;Furniture;3;3;0.16%;-44.25;7;912.39;957.71
Stationery;San Jose;United States;C0086;Customer 94;2/19/2022;CA-2022-518963;Profitable;65063;STA-4979;Rogers File Cart;West;142;Corporate;2/12/2022;Standard Class;Shipped Early;Washington;Stationery;4;3;0.04%;-6.87;9;325.18;350.76
Furniture;Austin;United States;C0091;Customer 69;2/17/2022;CA-2022-240041;Profitable;75388;FUR-9447;Bretford CR4500 Series Slim Rectangular Table;South;143;Consumer;2/2/2022;First Class;Shipped Late;Texas;Furniture;2;2;0.04%;77.47;4;194.6;191.46
Office Supplies;Charlotte;United States;C0061;Customer 23;2/6/2022;CA-2022-775226;Not Profitable;99893;OFF-4145;Panasonic KX-P7100 Dot Matrix Printer;South;144;Corporate;2/24/2022;Second Class;Shipped Early;Colorado;Office Supplies;4;4;0.11%;148.45;7;180.81;192.13
Furniture;Indianapolis;United States;C0060;Customer 37;2/7/2022;CA-2022-773224;Profitable;11667;FUR-6999;Global Deluxe High-Back Manager's Chair;Central;145;Corporate;2/22/2022;First Class;Shipped Late;Arizona;Furniture;2;3;0.11%;142.83;8;182.8;183.16
Furniture;Phoenix;United States;C0065;Customer 54;2/23/2022;CA-2022-548157;Profitable;69590;FUR-3011;Eldon Expressions Wood and Plastic Desk Accessories;West;146;Consumer;2/19/2022;Second Class;Shipped on Time;Illinois;Furniture;3;3;0.13%;49;9;917.27;893.89
Office Supplies;Chicago;United States;C0068;Customer 82;2/26/2022;CA-2022-242976;Not Profitable;81178;OFF-9179;Wilson Jones Legal Size Ring Binders;Central;147;Corporate;2/12/2022;First Class;Shipped Early;Michigan;Office Supplies;5;3;0.2%;43.91;9;613.06;624.36
Stationery;Miami;United States;C0002;Customer 79;2/14/2022;CA-2022-326359;Profitable;63153;STA-5120;Sanford Pencil Sharpener;South;148;Consumer;2/1/2022;First Class;Shipped Late;Arizona;Stationery;5;2;0.19%;-39.33;1;826.55;827.74
Office Supplies;Seattle;United States;C0090;Customer 84;2/12/2022;CA-2022-278079;Profitable;69558;OFF-3027;Acco 7-Outlet Surge Protector;West;149;Corporate;2/20/2022;First Class;Shipped on Time;Ohio;Office Supplies;2;3;0%;135.1;7;80.84;83.71
Stationery;Seattle;United States;C0045;Customer 73;2/26/2022;CA-2022-229317;Not Profitable;30786;STA-4629;Avery 492;West;150;Corporate;2/5/2022;Standard Class;Shipped on Time;Pennsylvania;Stationery;2;5;0.11%;32.8;4;921.9;881.52
Office Supplies;Indianapolis;United States;C0091;Customer 37;2/13/2022;CA-2022-116379;Not Profitable;92144;OFF-6791;Acco 7-Outlet Surge Protector;Central;151;Corporate;2/1/2022;Second Class;Shipped on Time;Colorado;Office Supplies;4;5;0.04%;74.32;4;804.5;824.04
Stationery;Austin;United States;C0009;Customer 87;2/16/2022;CA-2022-881487;Not Profitable;46957;STA-7305;Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener;South;152;Corporate;1/28/2022;Second Class;Shipped Late;Washington;Stationery;2;2;0.2%;109.29;1;621.33;591.13
Furniture;San Francisco;United States;C0074;Customer 69;2/14/2022;CA-2022-156864;Not Profitable;69036;FUR-6356;Chromcraft Bull-Nose Wood Oval Conference Table;West;153;Corporate;2/23/2022;Standard Class;Shipped Late;Florida;Furniture;3;5;0.16%;52.73;3;992.88;923.84
Stationery;San Diego;United States;C0025;Customer 50;2/11/2022;CA-2022-375488;Profitable;50888;STA-6368;Fellowes Bankers Box Stacking Storage Boxes;West;154;Consumer;2/2/2022;Second Class;Shipped on Time;Florida;Stationery;4;3;0.06%;4.76;3;128.94;134.5
Office Supplies;Indianapolis;United States;C0011;Customer 30;2/16/2022;CA-2022-315122;Profitable;92510;OFF-1347;Staples;Central;155;Corporate;2/23/2022;Second Class;Shipped Late;California;Office Supplies;5;4;0.11%;-36.94;9;682.08;700.38
Furniture;Los Angeles;United States;C0025;Customer 61;2/5/2022;CA-2022-157984;Not Profitable;43572;FUR-8864;Chromcraft Bull-Nose Wood Oval Conference Table;West;156;Consumer;2/18/2022;Standard Class;Shipped Early;Ohio;Furniture;2;3;0.15%;34.56;4;540.83;576.79
Office Supplies;Charlotte;United States;C0085;Customer 20;2/1/2022;CA-2022-840558;Not Profitable;92276;OFF-7930;OIC Colored Binder Clips;;157;Consumer;1/22/2022;Standard Class;Shipped Early;Texas;Office Supplies;3;2;0.03%;69.43;8;341.15;331.63
Stationery;Detroit;United States;C0090;Customer 54;2/25/2022;CA-2022-892412;Profitable;52147;STA-2827;Avery 476;Central;158;Consumer;2/5/2022;Second Class;Shipped Late;Ohio;Stationery;5;3;0%;5.17;10;249.91;256.45
Stationery;San Francisco;United States;C0020;Customer 37;2/11/2022;CA-2022-950752;Profitable;88302;STA-5704;Avery 492;West;159;Corporate;1/27/2022;Second Class;Shipped Early;Florida;Stationery;4;5;0.06%;129.58;6;666.84;637.38
Office Supplies;Seattle;United States;C0023;Customer 14;2/27/2022;CA-2022-103391;Not Profitable;89683;OFF-3119;Wilson Jones Legal Size Ring Binders;West;160;Consumer;2/6/2022;First Class;Shipped Late;Washington;Office Supplies;2;5;0.02%;66.43;1;745.48;735.73
Furniture;Jacksonville;United States;C0085;Customer 18;1/21/2022;CA-2022-141665;Not Profitable;41345;FUR-3750;Global Deluxe High-Back Manager's Chair;South;161;Consumer;1/31/2022;First Class;Shipped Early;Washington;Furniture;5;4;0.13%;89;2;60.61;55.41
Stationery;San Diego;United States;C0056;Customer 28;2/20/2022;CA-2022-629566;Profitable;45098;STA-9631;Fellowes Bankers Box Stacking Storage Boxes;West;162;Corporate;2/26/2022;First Class;Shipped on Time;Indiana;Stationery;3;3;0.14%;92.84;3;490.08;528.45
Furniture;Phoenix;United States;C0007;Customer 82;2/5/2022;CA-2022-939360;Not Profitable;83726;FUR-2988;Sauder Classic Café Table;West;163;Consumer;1/22/2022;First Class;Shipped Early;Florida;Furniture;5;2;0.09%;50;5;127.58;117.36
Office Supplies;Columbus;United States;C0058;Customer 43;2/17/2022;CA-2022-806321;Profitable;89118;OFF-2574;OIC Colored Binder Clips;East;164;Corporate;1/23/2022;First Class;Shipped on Time;North Carolina;Office Supplies;4;2;0.09%;-34.67;7;788.48;767.68
Stationery;San Jose;United States;C0026;Customer 98;2/11/2022;CA-2022-411925;Not Profitable;73710;STA-2692;Eldon Fold 'N Roll Cart;West;165;Corporate;2/14/2022;Second Class;Shipped Late;Arizona;Stationery;3;3;0.19%;-24.66;10;877.08;921.12
Office Supplies;San Francisco;United States;C0025;Customer 41;2/23/2022;CA-2022-727409;Profitable;16666;OFF-1562;Avery 520;West;166;Consumer;1/31/2022;Second Class;Shipped Late;Michigan;Office Supplies;4;4;0.19%;75.02;6;333.67;334.37
Stationery;Philadelphia;United States;C0048;Customer 23;2/2/2022;CA-2022-910681;Profitable;88578;STA-8333;Rogers File Cart;East;167;Consumer;1/22/2022;Standard Class;Shipped on Time;Ohio;Stationery;2;4;0.09%;87.61;5;445.99;485.73
Furniture;San Jose;United States;C0077;Customer 51;2/14/2022;CA-2022-233834;Profitable;36310;FUR-9387;Bretford CR4500 Series Slim Rectangular Table;West;168;Consumer;2/4/2022;Second Class;Shipped on Time;Arizona;Furniture;2;3;0.17%;54.24;9;281.95;256.54
Furniture;Miami;United States;C0001;Customer 43;1/23/2022;CA-2022-912740;Profitable;12674;FUR-6293;Global Deluxe Stacking Chair;South;169;Consumer;1/22/2022;Second Class;Shipped on Time;New York;Furniture;3;4;0.19%;-47.49;1;767.84;717.72
Stationery;San Antonio;United States;C0029;Customer 30;2/11/2022;CA-2022-819829;Profitable;49900;STA-5746;Eldon Fold 'N Roll Cart;South;170;Corporate;2/20/2022;Standard Class;Shipped on Time;Florida;Stationery;4;3;0.08%;100.88;4;389.96;372.29
Furniture;Columbus;United States;C0050;Customer 61;2/14/2022;CA-2022-506142;Not Profitable;47783;FUR-5356;Bush Somerset Collection Bookcase;East;171;Corporate;2/6/2022;First Class;Shipped Early;New York;Furniture;5;4;0.2%;-30.62;3;497.16;457.81
Office Supplies;Chicago;United States;C0045;Customer 72;2/21/2022;CA-2022-773858;Not Profitable;74186;OFF-7717;Panasonic KX-P7100 Dot Matrix Printer;Central;172;Consumer;2/21/2022;Standard Class;Shipped on Time;Florida;Office Supplies;4;3;0.16%;-2.68;1;467;422.51
Office Supplies;Charlotte;United States;C0081;Customer 38;2/6/2022;CA-2022-160629;Not Profitable;43175;OFF-8751;OIC Colored Binder Clips;South;173;Consumer;2/6/2022;Standard Class;Shipped Early;Texas;Office Supplies;4;2;0.06%;84.84;8;592.58;538.39
Stationery;Chicago;United States;C0022;Customer 85;2/22/2022;CA-2022-977249;Not Profitable;48966;STA-5435;Sanford Pencil Sharpener;Central;174;Consumer;1/28/2022;Second Class;Shipped Late;California;Stationery;4;4;0.11%;59.31;6;143.48;154.53
Office Supplies;Indianapolis;United States;C0057;Customer 70;2/10/2022;CA-2022-819895;Profitable;86310;OFF-7096;Sanford Colorific Colored Pencils;Central;175;Consumer;2/4/2022;First Class;Shipped on Time;Ohio;Office Supplies;3;4;0.04%;-12.35;6;970.04;996.66
Stationery;Columbus;United States;C0060;Customer 1;2/2/2022;CA-2022-253034;Not Profitable;25773;STA-4148;Rogers File Cart;East;176;Consumer;2/23/2022;First Class;Shipped Early;Ohio;Stationery;2;4;0.09%;13.64;1;612.03;616.27
Furniture;Philadelphia;United States;C0098;Customer 100;2/21/2022;CA-2022-473922;Profitable;90696;FUR-4717;Novimex Executive Leather Armchair;East;177;Corporate;1/30/2022;Second Class;Shipped Early;Michigan;Furniture;5;4;0%;6.98;7;926.67;947.36
Stationery;San Francisco;United States;C0052;Customer 23;2/11/2022;CA-2022-826929;Profitable;32575;STA-8121;Enermax Note Cards;West;178;Consumer;1/26/2022;Standard Class;Shipped Early;Colorado;Stationery;4;2;0.09%;-2.03;4;661.74;622.31
Stationery;Seattle;United States;C0008;Customer 47;1/24/2022;CA-2022-734941;Not Profitable;70151;STA-4609;Xerox 1980 Black & White Digital Copier;West;179;Consumer;1/25/2022;First Class;Shipped Late;Ohio;Stationery;3;3;0.02%;112.94;1;303.83;299.52
Furniture;Seattle;United States;C0083;Customer 88;2/8/2022;CA-2022-457495;Profitable;20090;FUR-6989;Sauder Classic Café Table;West;180;Consumer;1/29/2022;First Class;Shipped Early;Michigan;Furniture;5;3;0.18%;-12.49;9;562.24;517.02
Office Supplies;Philadelphia;United States;C0091;Customer 69;1/30/2022;CA-2022-390788;Not Profitable;52762;OFF-7488;Panasonic KX-P7100 Dot Matrix Printer;East;181;Corporate;2/17/2022;Standard Class;Shipped Early;New York;Office Supplies;4;4;0.03%;34.95;2;869.62;890.03
